,datetime,symbol,open,high,low,close,volume,interval,datetime_sec,uma3,uma4,uma5,uma6,uma7,uma8,uma9,uma10,uma11,uma12,uma13,uma14,uma15,uma16,uma17,uma18,uma19,uma20
2531,2023-10-20 05:00:00,OANDA:GBPAUD,1.9205,1.92102,1.9205,1.92078,590.0,Interval.in_3_minute,56782800.0,long,long,long,long,long,long,long,short,short,short,short,short,short,short,short,long,long,long
2532,2023-10-20 04:57:00,OANDA:GBPAUD,1.91999,1.92058,1.91984,1.9205,420.0,Interval.in_3_minute,56782620.0,long,long,long,long,short,short,short,short,short,short,short,short,short,short,short,long,long,short
2533,2023-10-20 04:54:00,OANDA:GBPAUD,1.92009,1.92019,1.9198,1.91999,322.0,Interval.in_3_minute,56782440.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,short,short,short
2534,2023-10-20 04:51:00,OANDA:GBPAUD,1.92006,1.92027,1.91987,1.92009,366.0,Interval.in_3_minute,56782260.0,short,short,short,short,short,short,short,short,short,short,short,short,short,long,neutral,short,short,long
2535,2023-10-20 04:48:00,OANDA:GBPAUD,1.92004,1.92018,1.91972,1.92006,473.0,Interval.in_3_minute,56782080.0,short,short,short,short,short,short,short,short,short,short,short,short,long,short,short,short,long,short
2536,2023-10-20 04:45:00,OANDA:GBPAUD,1.92026,1.92039,1.92,1.92004,388.0,Interval.in_3_minute,56781900.0,short,short,short,short,short,short,short,short,short,short,short,long,long,short,short,long,long,long
2537,2023-10-20 04:42:00,OANDA:GBPAUD,1.9202,1.92054,1.92012,1.92026,431.0,Interval.in_3_minute,56781720.0,short,short,short,short,short,short,short,short,short,short,long,long,short,short,long,long,long,long
2538,2023-10-20 04:39:00,OANDA:GBPAUD,1.92025,1.92046,1.92006,1.9202,366.0,Interval.in_3_minute,56781540.0,short,short,short,short,short,short,short,short,short,long,long,short,short,long,long,long,long,long
2539,2023-10-20 04:36:00,OANDA:GBPAUD,1.92042,1.92068,1.91998,1.92025,458.0,Interval.in_3_minute,56781360.0,short,short,short,short,short,short,short,short,long,long,short,long,long,long,long,long,long,long
2540,2023-10-20 04:33:00,OANDA:GBPAUD,1.92083,1.92094,1.92022,1.92042,511.0,Interval.in_3_minute,56781180.0,short,short,short,short,short,short,long,long,long,long,long,long,long,long,long,long,long,long
2541,2023-10-20 04:30:00,OANDA:GBPAUD,1.9209,1.92098,1.9205,1.92083,514.0,Interval.in_3_minute,56781000.0,short,short,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long
2542,2023-10-20 04:27:00,OANDA:GBPAUD,1.9207,1.92098,1.92069,1.9209,429.0,Interval.in_3_minute,56780820.0,short,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short
2543,2023-10-20 04:24:00,OANDA:GBPAUD,1.92134,1.92138,1.92058,1.9207,454.0,Interval.in_3_minute,56780640.0,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long
2544,2023-10-20 04:21:00,OANDA:GBPAUD,1.92121,1.92146,1.9209,1.92134,463.0,Interval.in_3_minute,56780460.0,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long
2545,2023-10-20 04:18:00,OANDA:GBPAUD,1.92141,1.92158,1.92114,1.92121,685.0,Interval.in_3_minute,56780280.0,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long
2546,2023-10-20 04:15:00,OANDA:GBPAUD,1.92098,1.92196,1.92098,1.92141,1020.0,Interval.in_3_minute,56780100.0,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long
2547,2023-10-20 04:12:00,OANDA:GBPAUD,1.92058,1.9212,1.92058,1.92098,628.0,Interval.in_3_minute,56779920.0,long,long,long,long,long,long,long,long,long,long,long,long,short,short,long,long,long,long
2548,2023-10-20 04:09:00,OANDA:GBPAUD,1.92092,1.9212,1.92056,1.92058,360.0,Interval.in_3_minute,56779740.0,long,long,long,long,long,long,long,long,long,long,long,short,short,long,long,long,long,long
2549,2023-10-20 04:06:00,OANDA:GBPAUD,1.92,1.92102,1.91994,1.92092,407.0,Interval.in_3_minute,56779560.0,short,long,long,long,long,long,long,long,long,short,short,short,short,short,short,long,long,long
2550,2023-10-20 04:03:00,OANDA:GBPAUD,1.91982,1.9201,1.91974,1.92,400.0,Interval.in_3_minute,56779380.0,short,short,short,long,long,short,short,short,short,short,short,short,short,short,short,short,short,long
2551,2023-10-20 04:00:00,OANDA:GBPAUD,1.92033,1.92038,1.9198,1.91982,527.0,Interval.in_3_minute,56779200.0,long,long,long,long,short,short,short,short,short,short,short,short,short,short,short,long,long,long
2552,2023-10-20 03:57:00,OANDA:GBPAUD,1.9207,1.921,1.92012,1.92033,325.0,Interval.in_3_minute,56779020.0,long,long,long,long,long,long,short,short,short,short,long,long,long,long,long,long,long,long
2553,2023-10-20 03:54:00,OANDA:GBPAUD,1.91992,1.9208,1.91982,1.9207,479.0,Interval.in_3_minute,56778840.0,long,long,long,long,long,short,short,short,short,short,short,short,long,long,long,long,long,long
2554,2023-10-20 03:51:00,OANDA:GBPAUD,1.92011,1.92014,1.91989,1.91992,267.0,Interval.in_3_minute,56778660.0,long,short,short,short,short,short,short,short,short,short,short,short,short,long,long,long,long,long
2555,2023-10-20 03:48:00,OANDA:GBPAUD,1.92003,1.92022,1.91998,1.92011,303.0,Interval.in_3_minute,56778480.0,short,short,short,short,short,short,short,short,short,short,short,neutral,long,long,long,long,long,long
2556,2023-10-20 03:45:00,OANDA:GBPAUD,1.91972,1.92003,1.91965,1.92003,559.0,Interval.in_3_minute,56778300.0,short,short,short,short,short,short,short,short,short,short,short,long,long,long,long,long,short,short
2557,2023-10-20 03:42:00,OANDA:GBPAUD,1.92008,1.9201,1.91967,1.91972,466.0,Interval.in_3_minute,56778120.0,short,short,short,short,short,short,short,short,short,short,long,long,long,long,long,short,short,short
2558,2023-10-20 03:39:00,OANDA:GBPAUD,1.92026,1.92027,1.91998,1.92008,423.0,Interval.in_3_minute,56777940.0,short,short,short,short,short,short,short,short,long,long,long,long,long,long,long,long,long,short
