,currency,interval,open_time,close_time,signal_type,open_price,close_price,is_profit
469,EURJPY,Interval.in_1_minute,2023-12-07 11:20:30,2023-12-07 11:24:36,short,156.468,156.51,False
470,EURJPY,Interval.in_1_minute,2023-12-07 11:22:21,2023-12-07 11:26:27,short,156.556,156.543,True
471,AUDJPY,Interval.in_1_minute,2023-12-07 11:26:25,2023-12-07 11:30:32,short,95.292,95.297,False
472,GBPUSD,Interval.in_3_minute,2023-12-07 11:18:33,2023-12-07 11:30:41,long,1.25674,1.2567,False
473,AUDJPY,Interval.in_3_minute,2023-12-07 11:24:35,2023-12-07 11:36:42,short,95.266,95.321,False
474,AUDJPY,Interval.in_3_minute,2023-12-07 11:27:44,2023-12-07 11:39:50,short,95.304,95.292,True
475,GBPAUD,Interval.in_1_minute,2023-12-07 11:44:26,2023-12-07 11:48:33,short,1.91598,1.91609,False
476,EURJPY,Interval.in_1_minute,2023-12-07 11:48:33,2023-12-07 11:52:39,short,156.446,156.368,True
477,EURJPY,Interval.in_1_minute,2023-12-07 11:56:22,2023-12-07 12:00:30,short,156.229,156.16,True
478,AUDJPY,Interval.in_1_minute,2023-12-07 12:00:51,2023-12-07 12:04:57,short,95.19,95.182,True
479,EURUSD,Interval.in_3_minute,2023-12-07 12:12:30,2023-12-07 12:24:37,long,1.07758,1.07742,False
480,EURCAD,Interval.in_1_minute,2023-12-07 12:20:34,2023-12-07 12:24:41,long,1.46438,1.46422,False
481,EURCAD,Interval.in_1_minute,2023-12-07 12:22:24,2023-12-07 12:26:30,long,1.46414,1.46426,True
482,GBPUSD,Interval.in_3_minute,2023-12-07 12:30:59,2023-12-07 12:43:07,long,1.25766,1.25734,False
483,GBPUSD,Interval.in_3_minute,2023-12-07 12:33:38,2023-12-07 12:45:44,long,1.25789,1.25799,True
484,GBPUSD,Interval.in_3_minute,2023-12-07 12:39:35,2023-12-07 12:51:42,long,1.25742,1.25812,True
485,EURUSD,Interval.in_3_minute,2023-12-07 12:42:29,2023-12-07 12:54:35,long,1.07667,1.07726,True
486,GBPUSD,Interval.in_1_minute,2023-12-07 12:53:42,2023-12-07 12:57:48,long,1.25832,1.25847,True
487,GBPUSD,Interval.in_5_minute,2023-12-07 12:35:32,2023-12-07 13:00:39,long,1.25762,1.2588,True
488,AUDJPY,Interval.in_3_minute,2023-12-07 12:51:33,2023-12-07 13:03:46,short,95.068,95.068,True
489,AUDJPY,Interval.in_5_minute,2023-12-07 12:50:31,2023-12-07 13:15:38,short,95.05,95.222,False
490,GBPAUD,Interval.in_1_minute,2023-12-07 14:22:37,2023-12-07 14:26:44,short,1.91667,1.9162,True
491,GBPUSD,Interval.in_1_minute,2023-12-07 14:28:22,2023-12-07 14:32:30,short,1.25636,1.25654,False
492,AUDCAD,Interval.in_1_minute,2023-12-07 14:30:46,2023-12-07 14:34:53,short,0.89211,0.89249,False
493,AUDCAD,Interval.in_1_minute,2023-12-07 14:32:22,2023-12-07 14:36:29,short,0.89226,0.89287,False
494,EURJPY,Interval.in_1_minute,2023-12-07 15:05:34,2023-12-07 15:09:41,long,156.228,156.198,False
495,EURUSD,Interval.in_3_minute,2023-12-07 15:09:31,2023-12-07 15:21:38,long,1.07708,1.0774,True
496,EURJPY,Interval.in_1_minute,2023-12-07 15:22:22,2023-12-07 15:26:29,long,156.194,156.246,True
497,EURJPY,Interval.in_3_minute,2023-12-07 15:42:29,2023-12-07 15:54:35,long,156.26,156.242,False
498,EURJPY,Interval.in_5_minute,2023-12-07 15:40:30,2023-12-07 16:05:37,long,156.308,156.164,False
499,AUDCHF,Interval.in_1_minute,2023-12-07 16:06:37,2023-12-07 16:10:44,long,0.57653,0.5765,False
500,AUDCHF,Interval.in_1_minute,2023-12-07 16:08:21,2023-12-07 16:12:27,long,0.57666,0.57654,False
501,EURCAD,Interval.in_1_minute,2023-12-07 16:15:44,2023-12-07 16:19:51,long,1.46602,1.46568,False
502,GBPAUD,Interval.in_1_minute,2023-12-07 16:19:23,2023-12-07 16:23:30,short,1.91103,1.91101,True
503,EURUSD,Interval.in_1_minute,2023-12-07 16:20:30,2023-12-07 16:24:36,long,1.07761,1.07765,True
504,EURCAD,Interval.in_1_minute,2023-12-07 16:26:25,2023-12-07 16:30:33,short,1.46594,1.46582,True
505,GBPUSD,Interval.in_1_minute,2023-12-07 16:27:33,2023-12-07 16:31:40,short,1.25726,1.25755,False
506,EURJPY,Interval.in_1_minute,2023-12-07 16:41:28,2023-12-07 16:45:36,short,155.955,155.863,True
507,AUDJPY,Interval.in_1_minute,2023-12-07 16:46:27,2023-12-07 16:50:34,short,95.137,95.094,True
508,EURJPY,Interval.in_1_minute,2023-12-07 16:48:29,2023-12-07 16:52:36,short,155.884,155.672,True
509,AUDJPY,Interval.in_1_minute,2023-12-07 16:50:33,2023-12-07 16:54:39,short,95.094,94.997,True
510,EURUSD,Interval.in_1_minute,2023-12-07 16:52:22,2023-12-07 16:56:30,short,1.07792,1.07733,True
511,GBPAUD,Interval.in_1_minute,2023-12-07 16:57:37,2023-12-07 17:01:45,short,1.91058,1.91042,True
512,EURUSD,Interval.in_1_minute,2023-12-07 17:00:46,2023-12-07 17:04:54,short,1.07702,1.07728,False
513,EURUSD,Interval.in_1_minute,2023-12-07 17:02:20,2023-12-07 17:06:26,short,1.07724,1.07748,False
514,EURUSD,Interval.in_1_minute,2023-12-07 17:03:30,2023-12-07 17:07:37,short,1.07728,1.07722,True
515,AUDCAD,Interval.in_1_minute,2023-12-07 17:05:29,2023-12-07 17:09:36,long,0.89477,0.89496,True
516,EURCAD,Interval.in_3_minute,2023-12-07 17:06:33,2023-12-07 17:18:39,long,1.46634,1.4675,True
517,GBPUSD,Interval.in_3_minute,2023-12-07 17:12:32,2023-12-07 17:24:38,long,1.25575,1.25716,True
518,GBPUSD,Interval.in_5_minute,2023-12-07 17:10:36,2023-12-07 17:35:43,long,1.25536,1.25731,True
519,AUDJPY,Interval.in_3_minute,2023-12-07 17:30:58,2023-12-07 17:43:05,short,95.056,94.971,True
520,AUDJPY,Interval.in_3_minute,2023-12-07 17:33:36,2023-12-07 17:45:43,short,94.998,94.956,True
521,AUDJPY,Interval.in_1_minute,2023-12-07 17:45:45,2023-12-07 17:49:51,short,94.956,94.97,False
522,EURJPY,Interval.in_3_minute,2023-12-07 17:42:29,2023-12-07 17:54:37,short,155.546,155.342,True
523,EURJPY,Interval.in_1_minute,2023-12-07 17:53:21,2023-12-07 17:57:27,short,155.372,155.304,True
524,GBPAUD,Interval.in_3_minute,2023-12-07 17:48:35,2023-12-07 18:00:42,short,1.9092,1.90795,True
525,GBPAUD,Interval.in_3_minute,2023-12-07 17:54:34,2023-12-07 18:06:41,short,1.90876,1.90709,True
526,AUDUSD,Interval.in_1_minute,2023-12-07 18:15:43,2023-12-07 18:19:50,long,0.65965,0.6593,False
527,EURUSD,Interval.in_3_minute,2023-12-07 18:09:34,2023-12-07 18:21:41,long,1.07874,1.07888,True
528,EURUSD,Interval.in_5_minute,2023-12-07 18:00:55,2023-12-07 18:26:03,long,1.0784,1.07893,True
529,EURUSD,Interval.in_5_minute,2023-12-07 18:05:30,2023-12-07 18:30:36,long,1.07888,1.07902,True
530,AUDJPY,Interval.in_1_minute,2023-12-07 18:40:33,2023-12-07 18:44:41,long,95.042,95.036,False
531,AUDCHF,Interval.in_3_minute,2023-12-07 18:33:35,2023-12-07 18:45:43,long,0.57795,0.57798,True
532,AUDCHF,Interval.in_3_minute,2023-12-07 18:42:30,2023-12-07 18:54:36,long,0.57797,0.57791,False
533,AUDCAD,Interval.in_1_minute,2023-12-07 18:54:41,2023-12-07 18:58:48,long,0.8972,0.89729,True
534,AUDUSD,Interval.in_1_minute,2023-12-07 18:57:26,2023-12-07 19:01:32,long,0.65992,0.65996,True
535,AUDUSD,Interval.in_1_minute,2023-12-07 19:01:20,2023-12-07 19:05:27,long,0.65996,0.65954,False
536,EURUSD,Interval.in_1_minute,2023-12-07 19:48:31,2023-12-07 19:52:38,long,1.08132,1.08123,False
537,AUDCAD,Interval.in_1_minute,2023-12-07 19:55:31,2023-12-07 19:59:39,long,0.89838,0.89822,False
538,AUDJPY,Interval.in_1_minute,2023-12-07 20:00:49,2023-12-07 20:04:57,short,94.688,94.738,False
539,EURUSD,Interval.in_3_minute,2023-12-07 20:24:29,2023-12-07 20:36:35,long,1.08048,1.08038,False
540,EURJPY,Interval.in_1_minute,2023-12-07 20:34:33,2023-12-07 20:38:39,short,155.098,155.036,True
541,EURUSD,Interval.in_3_minute,2023-12-07 20:27:31,2023-12-07 20:39:38,long,1.080465,1.08047,True
542,EURJPY,Interval.in_3_minute,2023-12-07 20:30:55,2023-12-07 20:43:02,short,155.141,155.081,True
543,EURJPY,Interval.in_3_minute,2023-12-07 20:33:31,2023-12-07 20:45:38,short,155.03,155.16,False
544,EURUSD,Interval.in_5_minute,2023-12-07 20:20:34,2023-12-07 20:45:42,long,1.08076,1.08074,False
545,EURUSD,Interval.in_5_minute,2023-12-07 20:25:32,2023-12-07 20:50:38,long,1.08058,1.08047,False
546,EURJPY,Interval.in_1_minute,2023-12-07 20:51:38,2023-12-07 20:55:45,long,154.922,155.038,True
547,EURJPY,Interval.in_1_minute,2023-12-07 21:01:23,2023-12-07 21:05:30,short,155.066,155.044,True
548,AUDJPY,Interval.in_1_minute,2023-12-07 21:04:26,2023-12-07 21:08:32,long,94.742,94.802,True
549,AUDJPY,Interval.in_1_minute,2023-12-07 21:05:35,2023-12-07 21:09:41,long,94.764,94.824,True
550,AUDJPY,Interval.in_1_minute,2023-12-07 21:09:35,2023-12-07 21:13:42,long,94.824,94.779,False
551,GBPUSD,Interval.in_1_minute,2023-12-07 21:11:26,2023-12-07 21:15:32,short,1.25979,1.2598,False
552,AUDJPY,Interval.in_3_minute,2023-12-07 21:48:54,2023-12-07 22:01:01,long,94.796,94.738,False
553,AUDJPY,Interval.in_1_minute,2023-12-07 22:03:35,2023-12-07 22:07:42,short,94.771,94.746,True
554,AUDJPY,Interval.in_3_minute,2023-12-08 10:01:18,2023-12-08 10:13:25,short,95.238,95.274,False
555,GBPUSD,Interval.in_1_minute,2023-12-08 10:10:29,2023-12-08 10:14:35,short,1.25628,1.25662,False
556,AUDJPY,Interval.in_3_minute,2023-12-08 10:06:35,2023-12-08 10:18:42,short,95.222,95.28,False
557,AUDCHF,Interval.in_1_minute,2023-12-08 10:18:30,2023-12-08 10:22:36,short,0.5788,0.57872,True
558,GBPAUD,Interval.in_3_minute,2023-12-08 10:15:54,2023-12-08 10:28:01,short,1.90236,1.90152,True
559,GBPUSD,Interval.in_1_minute,2023-12-08 10:24:38,2023-12-08 10:28:44,long,1.25652,1.25641,False
560,AUDJPY,Interval.in_1_minute,2023-12-08 10:26:29,2023-12-08 10:30:36,short,95.253,95.266,False
561,GBPAUD,Interval.in_3_minute,2023-12-08 10:21:35,2023-12-08 10:33:42,short,1.90194,1.90158,True
562,GBPAUD,Interval.in_3_minute,2023-12-08 10:27:37,2023-12-08 10:39:45,short,1.90152,1.90202,False
563,EURJPY,Interval.in_1_minute,2023-12-08 10:35:43,2023-12-08 10:39:50,long,155.43,155.293,False
564,EURUSD,Interval.in_3_minute,2023-12-08 10:30:40,2023-12-08 10:42:46,long,1.07808,1.07853,True
565,EURJPY,Interval.in_1_minute,2023-12-08 10:45:45,2023-12-08 10:49:52,short,155.262,155.144,True
566,AUDUSD,Interval.in_1_minute,2023-12-08 10:53:24,2023-12-08 10:57:31,short,0.6607,0.6605,True
567,AUDJPY,Interval.in_1_minute,2023-12-08 11:13:25,2023-12-08 11:17:32,long,95.304,95.314,True
568,GBPUSD,Interval.in_3_minute,2023-12-08 11:30:58,2023-12-08 11:43:06,short,1.25618,1.25603,True
569,EURUSD,Interval.in_3_minute,2023-12-08 11:39:29,2023-12-08 11:51:36,short,1.07756,1.07754,True
570,EURCAD,Interval.in_1_minute,2023-12-08 12:10:34,2023-12-08 12:14:41,short,1.46322,1.46364,False
571,EURCAD,Interval.in_1_minute,2023-12-08 12:11:45,2023-12-08 12:15:51,short,1.46338,1.46381,False
572,AUDCHF,Interval.in_1_minute,2023-12-08 12:38:23,2023-12-08 12:42:30,long,0.57875,0.57885,True
573,AUDCHF,Interval.in_3_minute,2023-12-08 12:36:33,2023-12-08 12:48:40,long,0.57855,0.57876,True
574,AUDCAD,Interval.in_1_minute,2023-12-08 12:54:32,2023-12-08 12:58:39,short,0.89745,0.89709,True
575,EURJPY,Interval.in_1_minute,2023-12-08 13:05:28,2023-12-08 13:09:36,long,155.761,155.831,True
576,GBPAUD,Interval.in_5_minute,2023-12-08 12:45:58,2023-12-08 13:11:05,short,1.90346,1.90356,False
577,AUDCHF,Interval.in_1_minute,2023-12-08 13:14:24,2023-12-08 13:18:31,short,0.57813,0.57822,False
578,EURUSD,Interval.in_1_minute,2023-12-08 13:17:17,2023-12-08 13:21:24,long,1.07852,1.07822,False
579,EURUSD,Interval.in_3_minute,2023-12-08 13:18:26,2023-12-08 13:30:33,long,1.07845,1.07821,False
580,AUDJPY,Interval.in_1_minute,2023-12-08 13:30:52,2023-12-08 13:34:59,long,95.556,95.55,False
581,AUDJPY,Interval.in_1_minute,2023-12-08 13:32:25,2023-12-08 13:36:31,long,95.544,95.524,False
582,EURCAD,Interval.in_3_minute,2023-12-08 13:24:28,2023-12-08 13:36:35,short,1.46308,1.46352,False
583,AUDJPY,Interval.in_1_minute,2023-12-08 13:33:32,2023-12-08 13:37:39,long,95.526,95.512,False
584,EURUSD,Interval.in_3_minute,2023-12-08 13:27:31,2023-12-08 13:39:38,long,1.07824,1.07816,False
585,AUDJPY,Interval.in_1_minute,2023-12-08 13:35:35,2023-12-08 13:39:41,long,95.542,95.496,False
586,EURUSD,Interval.in_5_minute,2023-12-08 13:15:47,2023-12-08 13:40:53,long,1.07847,1.0781,False
587,EURCAD,Interval.in_5_minute,2023-12-08 13:20:34,2023-12-08 13:45:41,short,1.46268,1.46342,False
588,AUDCHF,Interval.in_1_minute,2023-12-08 13:46:42,2023-12-08 13:50:49,short,0.57805,0.57791,True
589,AUDUSD,Interval.in_1_minute,2023-12-08 14:01:24,2023-12-08 14:05:32,short,0.66054,0.66032,True
590,AUDCAD,Interval.in_1_minute,2023-12-08 14:08:22,2023-12-08 14:12:30,short,0.89692,0.89694,False
591,EURJPY,Interval.in_1_minute,2023-12-08 14:25:39,2023-12-08 14:29:47,short,155.755,155.634,True
592,EURUSD,Interval.in_1_minute,2023-12-08 14:30:49,2023-12-08 14:34:56,long,1.07853,1.07836,False
593,GBPAUD,Interval.in_1_minute,2023-12-08 14:45:52,2023-12-08 14:50:00,short,1.90422,1.90497,False
594,GBPAUD,Interval.in_1_minute,2023-12-08 14:47:24,2023-12-08 14:51:30,short,1.9045,1.90482,False
595,GBPUSD,Interval.in_1_minute,2023-12-08 15:15:53,2023-12-08 15:20:00,short,1.25771,1.25726,True
596,AUDJPY,Interval.in_1_minute,2023-12-08 15:31:23,2023-12-08 15:35:30,long,95.401,95.347,False
597,GBPAUD,Interval.in_5_minute,2023-12-08 15:20:36,2023-12-08 15:45:43,long,1.90398,1.90294,False
598,GBPUSD,Interval.in_1_minute,2023-12-08 15:45:44,2023-12-08 15:49:51,short,1.25662,1.25648,True
599,GBPUSD,Interval.in_1_minute,2023-12-08 15:47:22,2023-12-08 15:51:28,short,1.2559,1.25718,False
600,AUDJPY,Interval.in_1_minute,2023-12-08 15:50:32,2023-12-08 15:54:38,long,95.106,95.08,False
601,GBPUSD,Interval.in_3_minute,2023-12-08 15:48:34,2023-12-08 16:00:41,short,1.25702,1.25455,True
602,GBPAUD,Interval.in_1_minute,2023-12-08 16:10:40,2023-12-08 16:14:47,long,1.90493,1.90558,True
603,GBPUSD,Interval.in_5_minute,2023-12-08 15:55:33,2023-12-08 16:20:40,short,1.25531,1.2517,True
604,EURJPY,Interval.in_3_minute,2023-12-08 16:30:56,2023-12-08 16:43:03,long,155.12,155.174,True
605,EURJPY,Interval.in_1_minute,2023-12-08 16:39:34,2023-12-08 16:43:41,short,155.258,155.15,True
606,EURJPY,Interval.in_1_minute,2023-12-08 16:41:18,2023-12-08 16:45:25,short,155.234,155.172,True
607,AUDCAD,Interval.in_1_minute,2023-12-08 16:42:30,2023-12-08 16:46:37,short,0.89341,0.89353,False
608,EURUSD,Interval.in_1_minute,2023-12-08 16:52:22,2023-12-08 16:56:29,long,1.075,1.07481,False
609,EURCAD,Interval.in_1_minute,2023-12-08 17:03:32,2023-12-08 17:07:39,short,1.46006,1.4606,False
610,GBPAUD,Interval.in_1_minute,2023-12-08 17:09:35,2023-12-08 17:13:43,short,1.90308,1.90258,True
611,AUDUSD,Interval.in_1_minute,2023-12-08 17:18:32,2023-12-08 17:22:39,short,0.65997,0.65934,True
612,AUDCAD,Interval.in_1_minute,2023-12-08 17:25:30,2023-12-08 17:29:37,short,0.89445,0.89482,False
613,EURJPY,Interval.in_1_minute,2023-12-08 17:31:21,2023-12-08 17:35:28,long,155.323,155.45,True
614,GBPAUD,Interval.in_1_minute,2023-12-08 17:44:21,2023-12-08 17:48:28,short,1.90498,1.90576,False
615,EURCAD,Interval.in_1_minute,2023-12-08 17:58:25,2023-12-08 18:02:32,long,1.4628,1.46234,False
616,EURUSD,Interval.in_3_minute,2023-12-08 17:51:33,2023-12-08 18:03:40,long,1.07638,1.0769,True
617,GBPAUD,Interval.in_5_minute,2023-12-08 17:40:35,2023-12-08 18:05:42,short,1.90408,1.90489,False
618,AUDUSD,Interval.in_1_minute,2023-12-08 18:09:29,2023-12-08 18:13:36,short,0.65834,0.65778,True
619,AUDUSD,Interval.in_1_minute,2023-12-08 18:10:31,2023-12-08 18:14:37,short,0.65852,0.65764,True
620,EURJPY,Interval.in_1_minute,2023-12-08 19:05:32,2023-12-08 19:09:39,long,155.695,155.691,False
621,EURCAD,Interval.in_1_minute,2023-12-08 19:08:22,2023-12-08 19:12:29,short,1.46135,1.46127,True
622,AUDCHF,Interval.in_1_minute,2023-12-08 19:54:36,2023-12-08 19:58:44,short,0.57918,0.57911,True
623,AUDUSD,Interval.in_1_minute,2023-12-08 19:56:23,2023-12-08 20:00:30,short,0.65752,0.65757,False
624,GBPAUD,Interval.in_1_minute,2023-12-08 20:05:49,2023-12-08 20:09:55,long,1.90756,1.9079,True
625,AUDCAD,Interval.in_3_minute,2023-12-08 20:03:30,2023-12-08 20:15:36,short,0.89442,0.8945,False
626,AUDCAD,Interval.in_5_minute,2023-12-08 20:01:00,2023-12-08 20:26:07,short,0.8942,0.8947,False
627,EURUSD,Interval.in_1_minute,2023-12-08 20:30:45,2023-12-08 20:34:52,short,1.07596,1.07618,False
628,EURUSD,Interval.in_1_minute,2023-12-08 20:32:17,2023-12-08 20:36:23,short,1.07604,1.0762,False
629,EURUSD,Interval.in_1_minute,2023-12-08 20:33:26,2023-12-08 20:37:32,short,1.07624,1.07603,True
630,GBPAUD,Interval.in_1_minute,2023-12-08 20:35:49,2023-12-08 20:39:57,long,1.90781,1.90806,True
631,GBPAUD,Interval.in_1_minute,2023-12-08 20:41:38,2023-12-08 20:45:49,long,1.90804,1.90812,True
632,AUDUSD,Interval.in_1_minute,2023-12-08 20:47:19,2023-12-08 20:51:27,short,0.65788,0.658,False
633,EURCAD,Interval.in_3_minute,2023-12-08 21:09:32,2023-12-08 21:21:38,short,1.46206,1.46156,True
634,EURCAD,Interval.in_5_minute,2023-12-08 21:05:35,2023-12-08 21:30:42,short,1.46194,1.46184,True
635,GBPUSD,Interval.in_3_minute,2023-12-11 10:15:56,2023-12-11 10:28:03,short,1.25456,1.25522,False
636,GBPUSD,Interval.in_3_minute,2023-12-11 10:18:33,2023-12-11 10:30:40,short,1.25454,1.25562,False
637,EURJPY,Interval.in_1_minute,2023-12-11 10:38:22,2023-12-11 10:42:29,short,157.317,157.282,True
638,AUDCHF,Interval.in_3_minute,2023-12-11 10:31:00,2023-12-11 10:43:10,short,0.57694,0.57651,True
639,AUDCHF,Interval.in_3_minute,2023-12-11 10:33:38,2023-12-11 10:45:45,short,0.57682,0.57654,True
640,EURJPY,Interval.in_3_minute,2023-12-11 10:36:32,2023-12-11 10:48:39,short,157.254,157.484,False
641,AUDUSD,Interval.in_1_minute,2023-12-11 10:55:33,2023-12-11 10:59:40,short,0.65564,0.65528,True
642,EURJPY,Interval.in_1_minute,2023-12-11 10:57:30,2023-12-11 11:01:36,long,157.358,157.392,True
643,AUDCHF,Interval.in_1_minute,2023-12-11 10:59:22,2023-12-11 11:03:28,short,0.576,0.576,True
644,GBPAUD,Interval.in_1_minute,2023-12-11 11:07:25,2023-12-11 11:11:31,long,1.91488,1.91516,True
645,GBPAUD,Interval.in_3_minute,2023-12-11 11:09:35,2023-12-11 11:21:41,long,1.91514,1.91482,False
646,AUDJPY,Interval.in_1_minute,2023-12-11 11:20:35,2023-12-11 11:24:42,short,95.758,95.801,False
647,AUDJPY,Interval.in_1_minute,2023-12-11 11:22:20,2023-12-11 11:26:26,short,95.781,95.808,False
648,AUDCHF,Interval.in_1_minute,2023-12-11 11:25:33,2023-12-11 11:29:39,short,0.57608,0.5762,False
649,GBPAUD,Interval.in_5_minute,2023-12-11 11:05:39,2023-12-11 11:30:47,long,1.91484,1.91423,False
650,EURJPY,Interval.in_1_minute,2023-12-11 11:42:32,2023-12-11 11:46:38,long,157.432,157.374,False
651,EURJPY,Interval.in_1_minute,2023-12-11 11:44:23,2023-12-11 11:48:29,long,157.398,157.378,False
652,AUDUSD,Interval.in_3_minute,2023-12-11 11:45:52,2023-12-11 11:57:59,long,0.65558,0.65552,False
653,AUDJPY,Interval.in_5_minute,2023-12-11 11:40:32,2023-12-11 12:05:40,long,95.926,95.831,False
654,AUDJPY,Interval.in_1_minute,2023-12-11 12:31:20,2023-12-11 12:35:27,long,95.9,95.898,False
655,GBPUSD,Interval.in_1_minute,2023-12-11 12:39:36,2023-12-11 12:43:43,long,1.25652,1.25662,True
656,GBPAUD,Interval.in_1_minute,2023-12-11 13:42:36,2023-12-11 13:46:43,long,1.91748,1.91741,False
657,GBPAUD,Interval.in_1_minute,2023-12-11 13:44:36,2023-12-11 13:48:42,long,1.91744,1.9172,False
658,EURJPY,Interval.in_1_minute,2023-12-11 13:45:51,2023-12-11 13:49:57,short,157.437,157.406,True
659,EURJPY,Interval.in_1_minute,2023-12-11 13:47:21,2023-12-11 13:51:27,short,157.424,157.376,True
660,GBPUSD,Interval.in_1_minute,2023-12-11 13:50:38,2023-12-11 13:54:45,long,1.25806,1.2584,True
661,AUDCAD,Interval.in_1_minute,2023-12-11 14:05:31,2023-12-11 14:09:38,long,0.89202,0.89189,False
662,AUDJPY,Interval.in_1_minute,2023-12-11 14:32:24,2023-12-11 14:36:31,long,96.066,96.062,False
663,EURJPY,Interval.in_3_minute,2023-12-11 14:36:31,2023-12-11 14:48:37,long,157.588,157.516,False
664,EURJPY,Interval.in_3_minute,2023-12-11 14:42:36,2023-12-11 14:54:42,long,157.508,157.53,True
665,EURJPY,Interval.in_5_minute,2023-12-11 14:40:30,2023-12-11 15:05:38,long,157.556,157.601,True
666,EURJPY,Interval.in_1_minute,2023-12-11 15:03:33,2023-12-11 15:07:40,short,157.534,157.618,False
667,EURJPY,Interval.in_1_minute,2023-12-11 15:25:31,2023-12-11 15:29:38,short,157.513,157.49,True
668,AUDJPY,Interval.in_1_minute,2023-12-11 15:27:31,2023-12-11 15:31:37,long,96.038,96.051,True
669,AUDJPY,Interval.in_1_minute,2023-12-11 15:29:22,2023-12-11 15:33:28,long,96.046,95.979,False
670,EURJPY,Interval.in_5_minute,2023-12-11 15:10:34,2023-12-11 15:35:41,long,157.542,157.376,False
671,EURCAD,Interval.in_1_minute,2023-12-11 15:35:30,2023-12-11 15:39:37,short,1.4601,1.4601,True
672,EURUSD,Interval.in_1_minute,2023-12-11 15:55:28,2023-12-11 15:59:35,long,1.07604,1.07637,True
673,EURJPY,Interval.in_1_minute,2023-12-11 16:00:49,2023-12-11 16:04:57,short,157.462,157.346,True
674,EURCAD,Interval.in_3_minute,2023-12-11 16:03:31,2023-12-11 16:15:38,short,1.46064,1.45919,True
675,EURUSD,Interval.in_1_minute,2023-12-11 16:12:43,2023-12-11 16:16:51,short,1.07546,1.07533,True
676,AUDCHF,Interval.in_1_minute,2023-12-11 16:15:43,2023-12-11 16:19:50,long,0.57811,0.57828,True
677,AUDCHF,Interval.in_1_minute,2023-12-11 16:19:22,2023-12-11 16:23:30,long,0.57828,0.57832,True
678,AUDJPY,Interval.in_1_minute,2023-12-11 16:23:29,2023-12-11 16:27:36,short,95.991,95.952,True
679,EURJPY,Interval.in_1_minute,2023-12-11 16:25:34,2023-12-11 16:29:42,short,157.184,157.064,True
680,EURUSD,Interval.in_1_minute,2023-12-11 16:33:33,2023-12-11 16:37:40,short,1.07452,1.07522,False
681,EURCAD,Interval.in_1_minute,2023-12-11 16:35:29,2023-12-11 16:39:36,short,1.45846,1.4585,False
682,EURUSD,Interval.in_1_minute,2023-12-11 16:42:35,2023-12-11 16:46:42,short,1.07549,1.07568,False
683,GBPAUD,Interval.in_1_minute,2023-12-11 17:09:34,2023-12-11 17:13:41,long,1.91508,1.91504,False
684,GBPAUD,Interval.in_1_minute,2023-12-11 17:10:36,2023-12-11 17:14:42,long,1.91488,1.91477,False
685,AUDCHF,Interval.in_1_minute,2023-12-11 17:17:24,2023-12-11 17:21:31,short,0.5776,0.57732,True
686,GBPAUD,Interval.in_1_minute,2023-12-11 17:21:40,2023-12-11 17:25:47,long,1.91546,1.91534,False
687,AUDCHF,Interval.in_3_minute,2023-12-11 17:15:55,2023-12-11 17:28:02,short,0.57786,0.57728,True
688,GBPUSD,Interval.in_1_minute,2023-12-11 17:26:23,2023-12-11 17:30:30,long,1.25666,1.25628,False
689,AUDJPY,Interval.in_1_minute,2023-12-11 17:28:25,2023-12-11 17:32:32,long,96.049,96.046,False
690,EURUSD,Interval.in_3_minute,2023-12-11 17:48:29,2023-12-11 18:00:36,short,1.0744,1.07443,False
691,EURJPY,Interval.in_1_minute,2023-12-11 17:57:30,2023-12-11 18:01:37,long,157.362,157.3,False
692,EURJPY,Interval.in_1_minute,2023-12-11 17:59:20,2023-12-11 18:03:26,long,157.331,157.3,False
693,EURUSD,Interval.in_3_minute,2023-12-11 17:51:26,2023-12-11 18:03:32,short,1.07466,1.07451,True
694,GBPAUD,Interval.in_1_minute,2023-12-11 18:01:21,2023-12-11 18:05:27,short,1.9122,1.91205,True
695,AUDJPY,Interval.in_1_minute,2023-12-11 18:03:35,2023-12-11 18:07:42,short,96.11,96.09,True
696,EURCAD,Interval.in_1_minute,2023-12-11 18:31:07,2023-12-11 18:35:16,short,1.45846,1.45848,False
697,EURCAD,Interval.in_5_minute,2023-12-11 18:10:32,2023-12-11 18:35:39,short,1.45762,1.45848,False
698,EURCAD,Interval.in_1_minute,2023-12-11 18:32:21,2023-12-11 18:36:28,short,1.45834,1.45853,False
699,GBPUSD,Interval.in_1_minute,2023-12-11 18:34:22,2023-12-11 18:38:28,short,1.25462,1.25459,True
700,GBPAUD,Interval.in_1_minute,2023-12-11 18:43:26,2023-12-11 18:47:34,short,1.9124,1.91252,False
701,AUDCAD,Interval.in_1_minute,2023-12-11 18:48:29,2023-12-11 18:52:36,long,0.89014,0.8902,True
702,AUDCAD,Interval.in_1_minute,2023-12-11 18:49:31,2023-12-11 18:53:37,long,0.89008,0.89036,True
703,AUDCHF,Interval.in_3_minute,2023-12-11 18:57:32,2023-12-11 19:09:38,short,0.57706,0.57675,True
704,EURJPY,Interval.in_1_minute,2023-12-11 19:10:39,2023-12-11 19:14:45,short,157.424,157.438,False
705,EURJPY,Interval.in_3_minute,2023-12-11 19:06:29,2023-12-11 19:18:36,long,157.376,157.432,True
